Topic,F1,F2,F3,F4,F5,F6,F7,F8,F9,F12,F14,F15,Class
Topic159002,590.6,142,590.6,499785.0,0.03,0.03,0.01,5832,46542.73,0.45,0.02,5553.17,1
Topic159035,539.73,2019,539.73,1120083.0,0.42,0.41,0.22,186871,51890.67,0.61,0.02,12445.37,1
Topic159039,723.47,1844,723.47,130766.0,0.41,0.37,0.12,126442,41006.8,0.42,0.01,1452.96,1
Topic159043,853.07,1844,853.07,69285.0,0.41,0.37,0.12,126442,58796.4,0.47,0.01,769.83,1
Topic159134,934.07,1667,934.07,43335.0,0.41,0.34,0.34,271204,134963.67,0.35,0.01,481.5,1
Topic159135,502.4,122,502.4,901839.0,0.02,0.02,0.0,4416,40173.47,0.44,0.02,10020.43,1
Topic159635,751.13,847,751.13,93227.0,0.17,0.17,0.06,44466,64894.8,0.55,0.02,1035.86,1
Topic159719,643.8,2019,643.8,137800.0,0.42,0.41,0.22,186871,74273.27,0.5,0.01,1531.11,1
Topic159763,377.4,500,377.4,45410.0,0.27,0.1,0.0,25272,21197.8,0.29,0.03,504.56,1
Topic159764,547.07,438,547.07,44261.0,0.11,0.09,0.01,29445,45022.8,0.42,0.02,491.79,1
Topic159767,1189.67,2019,1189.67,17446.0,0.42,0.41,0.22,186871,86858.27,0.63,0.02,193.84,1
Topic159768,488.6,870,488.6,26200.0,0.39,0.18,0.01,75878,37187.33,0.34,0.02,291.11,1
Topic159778,464.2,1844,464.2,70144.0,0.41,0.37,0.12,126442,23052.27,0.4,0.01,779.38,1
Topic159950,1080.67,1844,1080.67,8691.0,0.41,0.37,0.12,126442,56482.93,0.41,0.01,96.57,1
Topic159959,1103.73,2081,1103.73,120906.0,0.64,0.42,0.26,272487,122624.13,0.61,0.02,1343.4,1
Topic159961,686.33,2081,686.33,53665.0,0.64,0.42,0.26,272487,51153.53,0.54,0.02,596.28,1
Topic159981,668.17,116,668.17,250072.0,0.02,0.02,0.02,21900,77528.5,0.29,0.01,2778.58,1
Topic159990,308.92,124,308.92,11369.0,0.03,0.03,0.08,41850,44042.07,0.43,0.01,126.32,1
Topic159994,397.67,502,397.67,21973.0,0.17,0.1,0.09,145089,62229.71,0.25,0.03,244.14,1
Topic159999,672.33,2019,672.33,184083.0,0.42,0.41,0.22,186871,58122.4,0.52,0.01,2045.37,1
Topic160157,326.19,100,326.19,24093.0,0.02,0.02,0.01,17550,23148.69,0.28,0.01,267.7,1
Topic160158,608.33,502,608.33,22358.0,0.17,0.1,0.09,145089,123254.0,0.34,0.02,248.42,1
Topic160159,911.83,1676,911.83,62162.0,0.4,0.34,0.11,134008,95995.37,0.43,0.01,690.69,1
Topic160230,688.5,145,688.5,944752.0,0.03,0.03,0.02,22815,75323.41,0.4,0.01,10497.24,1
Topic160251,451.94,107,451.94,727824.0,0.02,0.02,0.01,15990,57614.51,0.29,0.01,8086.93,1
Topic160270,501.87,847,501.87,77406.0,0.17,0.17,0.06,44466,27326.13,0.26,0.01,860.07,1
Topic160275,912.13,1667,912.13,46166.0,0.41,0.34,0.34,271204,85498.33,0.59,0.02,512.96,1
Topic159037,548.93,1844,548.93,1215205.0,0.41,0.37,0.12,126442,39029.09,0.68,0.02,4710.1,0
Topic159256,314.77,2019,314.77,2118793.0,0.42,0.41,0.22,186871,24757.65,0.71,0.03,8865.24,0
Topic159949,374.04,2019,374.04,1439676.0,0.42,0.41,0.22,186871,28156.22,0.79,0.03,3363.73,0
Topic159149,488.13,2019,488.13,1217829.0,0.42,0.41,0.22,186871,34194.76,0.74,0.02,4412.42,0
Topic159723,331.22,2019,331.22,2091349.0,0.42,0.41,0.22,186871,26229.77,0.75,0.03,5362.43,0
Topic159023,563.67,2019,563.67,1510927.0,0.42,0.41,0.22,186871,40602.99,0.82,0.03,3201.12,0
Topic159899,556.42,847,556.42,1083589.0,0.17,0.17,0.06,44466,37064.54,0.78,0.02,2376.29,0
Topic160281,392.36,68,392.36,1304472.0,0.01,0.01,0.01,10635,35787.18,0.78,0.02,1801.76,0
Topic160024,532.93,664,532.93,481095.0,0.18,0.13,0.03,50544,54229.5,0.51,0.02,2672.75,0
Topic160265,173.39,1399,173.39,493802.0,0.57,0.28,0.04,112045,10700.4,0.38,0.02,2456.73,0
Topic160257,198.22,276,198.22,220484.0,0.15,0.06,0.0,13686,12237.46,0.45,0.03,720.54,0
Topic159263,140.66,870,140.66,253570.0,0.39,0.18,0.01,75878,8660.57,0.29,0.02,975.27,0
Topic160160,331.13,2081,331.13,887436.0,0.64,0.42,0.26,272487,32042.08,0.7,0.02,2506.88,0
Topic159140,337.68,2019,337.68,999809.0,0.42,0.41,0.22,186871,23655.32,0.66,0.02,4877.12,0
Topic159953,361.58,2019,361.58,471604.0,0.42,0.41,0.22,186871,27606.68,0.68,0.02,1492.42,0
Topic159133,233.3,870,233.3,343784.0,0.39,0.18,0.01,75878,16052.05,0.47,0.02,976.66,0
Topic159141,294.35,2019,294.35,1458515.0,0.42,0.41,0.22,186871,19976.97,0.68,0.02,5719.67,0
Topic160116,291.36,915,291.36,561521.0,0.32,0.18,0.07,140764,31239.83,0.61,0.03,679.81,0
Topic160162,209.68,100,209.68,230133.0,0.05,0.02,0.0,7110,13841.1,0.4,0.03,909.62,0
Topic159204,142.03,870,142.03,386205.0,0.39,0.18,0.01,75878,8236.75,0.36,0.03,760.25,0
Topic160284,330.51,2019,330.51,1753889.0,0.42,0.41,0.22,186871,23507.81,0.66,0.03,5330.97,0
Topic160273,264.87,438,264.87,533837.0,0.11,0.09,0.01,29445,18929.0,0.38,0.02,2965.76,0
Topic159853,409.13,1185,409.13,1637669.0,0.27,0.24,0.14,106293,42011.99,0.67,0.03,4450.19,0
Topic159013,588.35,847,588.35,1154488.0,0.17,0.17,0.06,44466,43182.08,0.68,0.02,5200.4,0
Topic160023,469.4,1185,469.4,1297140.0,0.27,0.24,0.14,106293,45454.63,0.72,0.02,2850.86,0
Topic159557,498.88,142,498.88,760685.0,0.03,0.03,0.01,5832,44960.24,0.7,0.02,3728.85,0
Topic159463,422.41,360,422.41,525516.0,0.12,0.07,0.01,16644,39651.23,0.72,0.02,1368.53,0
